name,address,website,phone_number,reviews_count,reviews_average,opens_at
Endurance Fitness Club,"Colo Colo 787, 4030000 Concepción, Bío Bío",,9 8341 3992,,,Gimnasio, Cierra a las 10p.m.
Doit Fitness Club,"San Martín 654, 4070184 Concepción, Bío Bío",doitfitness.cl,(41) 279 0729,48.0,4.6,Gimnasio, Abre a las 7:30a.m. del lun
Gimnasio Smart Fit - Los Carrera,"Av. Los Carrera N° 3225, Concepción, Bío Bío",smartfit.cl,,186.0,4.5,Gimnasio, Abre a las 9a.m. del dom
Gimnasio Smart Fit - Los Carrera,"Av. Los Carrera N° 3225, Concepción, Bío Bío",smartfit.cl,,186.0,4.5,Gimnasio, Abre a las 9a.m. del dom
Gimnasio Municipal De Concepción,"Av. Gral. Oscar Bonilla 2700, Concepción, Bío Bío",concepcion.cl,,402.0,4.4,Gimnasio,
Zona FIT Women,"Caupolicán 280, 4070184 Concepción, Bío Bío",es-la.facebook.com,(33) 242 9539,73.0,4.6,Gimnasio, Abre a las 8a.m. del lun
Skatepark Parque Ecuador,"Concepción, Bío Bío",,,342.0,4.5,Parque de BMX,,None Found
Parque Ecuador,"Víctor Lamas 567, Concepción, Bío Bío",concepcion.cl,9 4588 9767,18801.0,4.7,Parque,,"Área verde urbana con juegos, canchas deportivas, parque de patinetas y equipo para hacer ejercicio."
Parque Ecuador,"Víctor Lamas 567, Concepción, Bío Bío",concepcion.cl,9 4588 9767,18801.0,4.7,Parque,,"Área verde urbana con juegos, canchas deportivas, parque de patinetas y equipo para hacer ejercicio."
Parque Calistenia UBB,"Paula Pineda 27, Concepción, Bío Bío",,,18.0,4.8,Gimnasio,,None Found
Bikepark Parque Ecuador,"Concepción, Bío Bío",,,,,Parque de BMX,,None Found
Bikepark Parque Ecuador,"Concepción, Bío Bío",,,,,Parque de BMX,,None Found
Monumento Parque Ecuador,"Concepción, Bío Bío",,,157.0,4.6,Parque,,None Found
Gimnasio Power Gym,"Paicaví 438, 4070027 Concepción, Bío Bío",,(41) 324 3144,360.0,4.3,Gimnasio, Cierra a las 6p.m.,None Found
Gimnasio Power Gym,"Paicaví 438, 4070027 Concepción, Bío Bío",,(41) 324 3144,360.0,4.3,Gimnasio, Cierra a las 6p.m.,None Found
Gimnasio Lets Fit Concepcion,"Uruguay 1256, 4070015 Concepción, Bío Bío",beacons.ai,9 9712 9553,16.0,5.0,Gimnasio, Cierra a las 7p.m.,None Found
Juegos Infantiles Parque Ecuador,"5X94+98, Concepción, Bío Bío",,,1.0,5.0,Parque infantil,,None Found
Centro Deportivo Altái Andalué,"Cam. El Venado 1440, 4133765 San Pedro de la Paz, Bío Bío",altai.cl,44 315 9099,42.0,4.0,Gimnasio, 5p.m. ,None Found
Centro Deportivo Altái Andalué,"Cam. El Venado 1440, 4133765 San Pedro de la Paz, Bío Bío",altai.cl,44 315 9099,42.0,4.0,Gimnasio, 5p.m. ,None Found
Energy Club Concepción,"Autop. Concepción - Talcahuano 6891, local 32, piso 2, Talcahuano, Bío Bío",instagram.com,9 4046 9613,248.0,4.4,Club, Cierra a las 7p.m.,None Found
Energy Club Concepción,"Autop. Concepción - Talcahuano 6891, local 32, piso 2, Talcahuano, Bío Bío",instagram.com,9 4046 9613,248.0,4.6,Club, Abre a las 8a.m. del lun,None Found
Zona FIT Women,"Caupolicán 280, 4070184 Concepción, Bío Bío",es-la.facebook.com,(33) 242 9539,73.0,4.6,Gimnasio, Abre a las 8a.m. del lun,None Found
KSport,"Lincoyán 23, 4070310 Concepción, Bío Bío",instagram.com,9 4142 1144,12.0,3.0,Gimnasio,,None Found
Parque Calistenia UCSC,"Concepción, Bío Bío",,,5.0,5.0,Gimnasio,,None Found
Centro Deportivo Altái Concepción,"Av. Manuel Rodríguez 843, 4061192 Concepción, Bío Bío",altai.cl,(2) 2980 2433,84.0,3.6,Gimnasio, 5p.m. ,None Found
Endurance Fitness Club,"Colo Colo 787, 4030000 Concepción, Bío Bío",,9 8341 3992,,,Gimnasio, Cierra a las 10p.m.,None Found
Casa del Deporte UdeC,"Concepción, Bío Bío",dise.udec.cl,(41) 220 4482,438.0,4.7,Gimnasio, Cierra a las 7p.m.
Wild mov,"Diag. Pedro Aguirre Cerda 1129, 4030000 Concepción, Bío Bío",tr.ee,9 4519 4334,36.0,5.0,Entrenador personal, Abre a las 7a.m. del lun
Bfitgimnasios,"Caupolicán 518, pisos 5 y 6, Concepción",,,46.0,4.8,Gimnasio, Abre a las 6a.m. del lun
Bfitgimnasios,"Caupolicán 518, pisos 5 y 6, Concepción",,,46.0,4.8,Gimnasio, Abre a las 6a.m. del lun
SALA CUBO,"VICTOR LAMAS 1055 INTERIOR Concepción, 4070180 Biobío",,9 9242 8420,,,Gimnasio,
Sportlife Zona Sur,"Desde Talca a - Cochrane 635, Puerto Montt, Concepción, Bío Bío",sportlifezonasur.cl,(41) 218 3438,378.0,4.3,Gimnasio, 5p.m. 
VegansGym,"Diag. Pedro Aguirre Cerda 1129, 4070062 Concepción, Bío Bío",instagram.com,9 9807 2242,,,Gimnasio, Cierra a las 9p.m.
Gym,"Freire 853, 4030000 Concepción, Bío Bío",,9 9696 1351,1.0,5.0,Gimnasio, Cierra a las 9p.m.
Espacio Condell Fit,"Las Heras 1484, 4081464 Concepción, Bío Bío",boxmagic.cl,9 9017 6763,,,Gimnasio, Cierra a las 9p.m.
Doit Fitness Club,"San Martín 654, 4070184 Concepción, Bío Bío",doitfitness.cl,(41) 279 0729,48.0,4.6,Gimnasio, Abre a las 7:30a.m. del lun
Getfit Box Deportivo,"Castellón 176, 4070156 Concepción, Bío Bío",boxmagic.cl,,1.0,5.0,Gimnasio, Abre a las 7:30a.m. del lun
Gimnasio CARLOS CONDELL,"Manuel Bulnes 1650, 4081374 Concepción, Bío Bío",,9 5428 5425,40.0,4.4,Gimnasio, 5p.m. 
Gimnasio Power Gym,"Paicaví 438, 4070027 Concepción, Bío Bío",,(41) 324 3144,360.0,4.3,Gimnasio, Cierra a las 6p.m.
Apolo Gym,"Obispo Hipólito Salas 283, 4070269 Concepción, Bío Bío",,,2.0,5.0,Gimnasio, Abre a las 9a.m. del lun
Gimnasio Flex,"Freire 853, 2do piso, 4030000 Concepción, Bío Bío",,9 9696 1351,70.0,4.5,Gimnasio, Cierra a las 9p.m.
CNEF Gimnasio,"Barros Arana 438, 2º Piso, 4030000 Concepción, Bío Bío",facebook.com,(41) 223 4802,24.0,4.4,Gimnasio, Abre a las 8a.m. del lun
SPORTLIFE SEDE COCHRANE,"Cochrane, Concepción, Bío Bío",,,,,Gimnasio,
NahuenSalud,"Lautaro 509, 4030555 Concepción, Bío Bío",,9 5197 3157,1.0,5.0,Centro deportivo,
NahuenSalud,"Lautaro 509, 4030555 Concepción, Bío Bío",,9 5197 3157,1.0,5.0,Centro deportivo,
Zona FIT Women,"Caupolicán 280, 4070184 Concepción, Bío Bío",es-la.facebook.com,(33) 242 9539,73.0,4.6,Gimnasio, Abre a las 8a.m. del lun
Fit Plaza,"Caupolicán 518 piso 5to y 6to, 4030000 Concepción, Bío Bío",fitplazagimnasio.cl,9 3002 3600,22.0,4.4,Gimnasio, Abre a las 6:30a.m. del lun,None Found
Gimnasio Power Gym,"Paicaví 438, 4070027 Concepción, Bío Bío",,(41) 324 3144,360.0,4.3,Gimnasio, Cierra a las 6p.m.,None Found
Plaza Perú,"Paicaví 167, 4091005 Concepción, Bío Bío",,,9234.0,4.4,Parque, Cierra a las 12a.m.,Los alumnos se reúnen después de clases en este parque urbano rodeado de bares y restaurantes informales.
Focus Plaza La Reina,"Carlos Silva Vildósola 9316, Local 20, 7860379 La Reina, Región Metropolitana",instagram.com,9 8298 5606,,,Gimnasio, Abre a las 9a.m. del dom,None Found
Power Fitness,"Merced 838, piso -1, 8320175 Santiago, Región Metropolitana",l.instagram.com,9 9680 8365,36,4.9,Gimnasio, Cierra a las 9p.m.
Gimnasio Smart Fit - Espacio M,"Compañía de Jesús 1214, 8340333 Santiago, Región Metropolitana",smartfit.cl,,910,4.3,Gimnasio, Abre a las 8a.m. del dom
Gimnasio Smart Fit - Imperio,"Huérfanos 830, 8320202 Santiago, Región Metropolitana",smartfit.cl,,819,4.3,Gimnasio, Abre a las 8a.m. del dom
Energy Club Morandé,"Morandé 835, Santiago, Región Metropolitana",energyclub.cl,9 3399 8726,538,4.3,Gimnasio, Cierra a las 7p.m.
Don Gym,"San Francisco 207, 3 Y 4 Piso, 8330267 Santiago, Región Metropolitana",,9 9837 1071,98,4.3,Gimnasio, Abre a las 6a.m. del lun
Yoga Center Plaza de Armas,"Merced 832 - Local 107, piso 4. - Santiago Centro, Santiago, Región Metropolitana",,9 5480 1777,3,2.3,,
Coach Fitness club,"Serrano 489, 4070237 Concepción, Bío Bío",coachfitness.cl,9 7133 3042,49.0,5.0,Gimnasio, Abre a las 6a.m. del lun
Mood Fit,"Bernardo O'Higgins Pte. 77, 4030000 Concepción, Bío Bío",,9 6211 5344,,,Gimnasio, Abre a las 7a.m. del lun
Espartano Box Gym,"Arturo Prat 568, tercer piso, 4030000 Concepción, Bío Bío",,9 5951 3742,33.0,5.0,Gimnasio, Abre a las 8a.m. del lun
Gimnasio Smart Fit - Líder Prat,"Arturo Prat 651, 651, 4061500 Concepción, Bío Bío",,,18.0,4.6,Centro deportivo,
SPORTLIFE CENTRO COSTANERA,"Arturo Prat 199, Concepción, Bío Bío",,(41) 230 1397,67.0,4.6,Gimnasio, 4:45p.m. 
Apolo Gym,"Obispo Hipólito Salas 283, 4070269 Concepción, Bío Bío",,,2.0,5.0,Gimnasio, Abre a las 9a.m. del lun
CF Patagonia,"Obispo Hipólito Salas 748, 4030588 Concepción, Bío Bío",,,13.0,4.9,Gimnasio, Abre a las 10a.m. del lun
Smarfit,"Arturo Prat 651, 4061500 Concepción, Bío Bío",,,1.0,5.0,Gimnasio,
Crossfit FVC,"Serrano 273, 4070296 Concepción, Bío Bío",fvcbox.com,9 7630 9132,85.0,4.8,Gimnasio, Cierra a las 12a.m.
Gimnasio Cnef,"Lincoyán 444, 4070172 Concepción, Bío Bío",,(41) 223 4802,11.0,4.5,Gimnasio, Cierra a las 5:30p.m.
CNEF Gimnasio,"Barros Arana 438, 2º Piso, 4030000 Concepción, Bío Bío",facebook.com,(41) 223 4802,24.0,4.4,Gimnasio, Abre a las 8a.m. del lun
Sportlife Mirador,"Caletera Los Carrera 13-21, 4061681 Concepción, Bío Bío",sportlife.cl,(41) 290 7367,55.0,4.5,Gimnasio, Cierra a las 6p.m.
Sportlife Mirador,"Caletera Los Carrera 13-21, 4061681 Concepción, Bío Bío",sportlife.cl,(41) 290 7367,55.0,4.5,Gimnasio, Cierra a las 6p.m.
Blackhouse CrossFit,"Serrano 251, 4070296 Concepción, Bío Bío",instagram.com,9 5367 4768,13.0,5.0,Gimnasio, Abre a las 7a.m. del lun
Blackhouse CrossFit,"Serrano 251, 4070296 Concepción, Bío Bío",instagram.com,9 5367 4768,13.0,5.0,Gimnasio, Abre a las 7a.m. del lun
Gimnasio Lincoyan,"Lincoyán 650, Concepción, Bío Bío",,(41) 224 2367,46.0,4.8,Gimnasio, Abre a las 8a.m. del lun
Gimnasio Lincoyan,"Lincoyán 650, Concepción, Bío Bío",,(41) 224 2367,46.0,4.8,Gimnasio, Abre a las 8a.m. del lun
Bfitgimnasios,"Caupolicán 518, pisos 5 y 6, Concepción",,,46.0,4.8,Gimnasio, Abre a las 6a.m. del lun
Lion Gym Concepción,"Angol 515, 4030000 Concepción, Bío Bío",instagram.com,(41) 212 5172,7.0,4.4,Gimnasio, Cierra a las 6p.m.
Doit Fitness Club,"San Martín 654, 4070184 Concepción, Bío Bío",doitfitness.cl,(41) 279 0729,48.0,4.6,Gimnasio, Abre a las 7:30a.m. del lun
Gimnasio Power Gym,"Paicaví 438, 4070027 Concepción, Bío Bío",,(41) 324 3144,360.0,4.3,Gimnasio, Cierra a las 6p.m.
Wild mov,"Diag. Pedro Aguirre Cerda 1129, 4030000 Concepción, Bío Bío",tr.ee,9 4519 4334,36.0,5.0,Entrenador personal, Abre a las 7a.m. del lun
Bfitgimnasios,"Caupolicán 518, pisos 5 y 6, Concepción",,,46.0,4.8,Gimnasio, Abre a las 6a.m. del lun
Bfitgimnasios,"Caupolicán 518, pisos 5 y 6, Concepción",,,46.0,4.8,Gimnasio, Abre a las 6a.m. del lun
Fit Plaza,"Caupolicán 518 piso 5to y 6to, 4030000 Concepción, Bío Bío",fitplazagimnasio.cl,9 3002 3600,22.0,4.4,Gimnasio, Abre a las 6:30a.m. del lun
Gimnasio Smart Fit - Concepción Bío-Bío,"Autop. Concepción - Talcahuano 9200, Hualpén, Bío Bío",smartfit.cl,,42.0,4.4,Gimnasio, Abre a las 8a.m. del dom
Gym,"Freire 853, 4030000 Concepción, Bío Bío",,9 9696 1351,1.0,5.0,Gimnasio, Cierra a las 9p.m.
Gimnasio CARLOS CONDELL,"Manuel Bulnes 1650, 4081374 Concepción, Bío Bío",,9 5428 5425,40.0,4.4,Gimnasio, 5p.m. 
CEP TRAINER,"Maipú 941, 3er piso, 4030416 Concepción, Bío Bío",ceptrainer.cl,9 6828 0071,14.0,5.0,Gimnasio, Abre a las 7a.m. del lun
Balance Box CrossFit,"Las Heras 1757, Concepción, Bío Bío",,,18.0,5.0,Gimnasio, Abre a las 7a.m. del lun
Zona FIT Women,"Caupolicán 280, 4070184 Concepción, Bío Bío",es-la.facebook.com,(33) 242 9539,73.0,4.6,Gimnasio, Abre a las 8a.m. del lun
Centro Deportivo Altái Concepción,"Av. Manuel Rodríguez 843, 4061192 Concepción, Bío Bío",altai.cl,(2) 2980 2433,84.0,3.6,Gimnasio, 5p.m. 
Parallel Fitness Concepción,"Serrano 966, 4030000 Concepción, Bío Bío",instagram.com,9 4849 7939,1.0,5.0,Gimnasio, Abre a las 6a.m. del lun
Gimnasio Upgrade Concepción,"Av. Chacabuco 70, 4070324 Concepción, Bío Bío",gimnasiosupgrade.cl,9 3190 7047,282.0,4.1,Gimnasio, 5p.m. 
Gimnasio Smart Fit - Líder Prat,"Arturo Prat 651, 651, 4061500 Concepción, Bío Bío",,,18.0,4.6,Centro deportivo,
Estacionamiento Remodelación,"Paicaví 1096, 4030118 Concepción, Bío Bío",,,2.0,3.5,Aparcamiento,
23 gym center Fitness,"Vicuña Mackenna 3220, Concepción, Bío Bío",,9 5601 0283,,,Gimnasio, Abre a las 5p.m. del lun
MVP Focus Gym,"Av. Pedro de Valdivia 895, 4030000 Concepción, Bío Bío",mvpfocusgym.cl,9 3251 7895,1.0,5.0,Gimnasio, Abre a las 6a.m. del lun
Remodelación Eleuterio Ramírez,"4030136 Concepción, Bío Bío",,,38.0,3.8,Complejo de apartamentos,
Altai Fitness Club,"Los Naranjos 222, Concepción, Bío Bío",,,13.0,3.8,Gimnasio, 5p.m. 
Gimnasio Power Gym,"Paicaví 438, 4070027 Concepción, Bío Bío",,(41) 324 3144,360.0,4.3,Gimnasio, Cierra a las 6p.m.
Wild mov,"Diag. Pedro Aguirre Cerda 1129, 4030000 Concepción, Bío Bío",tr.ee,9 4519 4334,36.0,5.0,Entrenador personal, Abre a las 7a.m. del lun
Gimnasio Flex,"Freire 853, 2do piso, 4030000 Concepción, Bío Bío",,9 9696 1351,70.0,4.5,Gimnasio, Cierra a las 9p.m.
Gimnasio Lets Fit Concepcion,"Uruguay 1256, 4070015 Concepción, Bío Bío",beacons.ai,9 9712 9553,16.0,5.0,Gimnasio, Cierra a las 7p.m.
Gimnasio Smart Fit - Concepción Centro,"Barros Arana 1068, 4070053 Concepción, Bío Bío",smartfit.cl,,452.0,4.6,Gimnasio, Abre a las 8a.m. del dom
Gimnasio Smart Fit - Concepción Centro,"Barros Arana 1068, 4070053 Concepción, Bío Bío",smartfit.cl,,452.0,4.6,Gimnasio, Abre a las 8a.m. del dom
THE BODY CLUB,"Barros Arana 1098, oficina 1306, 4070053 Concepción, Bío Bío",,,1.0,5.0,Centro de pilates, Abre a las 7:30a.m. del lun
Sportlife Zona Sur,"Desde Talca a - Cochrane 635, Puerto Montt, Concepción, Bío Bío",sportlifezonasur.cl,(41) 218 3438,378.0,4.3,Gimnasio, 5p.m. 
Jaguar box,"Joaquín Prieto 1281, 4081354 Concepción, Bío Bío",instagram.com,9 7409 5558,37.0,4.9,Gimnasio, Abre a las 7a.m. del lun
Bfitgimnasios,"Caupolicán 518, pisos 5 y 6, Concepción",,,46.0,4.8,Gimnasio, Abre a las 6a.m. del lun
Fit Plaza,"Caupolicán 518 piso 5to y 6to, 4030000 Concepción, Bío Bío",fitplazagimnasio.cl,9 3002 3600,22.0,4.4,Gimnasio, Abre a las 6:30a.m. del lun
Fit Plaza,"Caupolicán 518 piso 5to y 6to, 4030000 Concepción, Bío Bío",fitplazagimnasio.cl,9 3002 3600,22.0,4.4,Gimnasio, Abre a las 6:30a.m. del lun
Gym,"Freire 853, 4030000 Concepción, Bío Bío",,9 9696 1351,1.0,5.0,Gimnasio, Cierra a las 9p.m.
GIMNASIO HANUL HAPKIDO,"Galvarino 944, 4030000 Concepción, Bío Bío",,9 3740 3047,7.0,5.0,Gimnasio, Cierra a las 7p.m.
"Club De Boxeo ""JV"" Concepción","Tucapel 1609, 4030000 Concepción, Bío Bío",facebook.com,9 3546 3014,74.0,4.7,Gimnasio, Abre a las 9a.m. del lun
Doit Fitness Club,"San Martín 654, 4070184 Concepción, Bío Bío",doitfitness.cl,(41) 279 0729,48.0,4.6,Gimnasio, Abre a las 7:30a.m. del lun
Doit Fitness Club,"San Martín 654, 4070184 Concepción, Bío Bío",doitfitness.cl,(41) 279 0729,48.0,4.6,Gimnasio, Abre a las 7:30a.m. del lun
G y M Electronica,"Orompello 631, 4030427 Concepción, Bío Bío",,(41) 222 9344,,,Gimnasio,
Cicero Costha Concepción,"Tucapel 677, Concepción, Bío Bío",,,1.0,5.0,Gimnasio,
Entélate Concepción,"Barros Arana 1098, Oficina 1401, 4070053 Concepción, Bío Bío",instagram.com,,9.0,4.6,Centro deportivo,
Gimnasio Smart Fit - Los Carrera,"Av. Los Carrera N° 3225, Concepción, Bío Bío",smartfit.cl,,186.0,4.5,Gimnasio, Abre a las 9a.m. del dom
Sportlife Mirador,"Caletera Los Carrera 13-21, 4061681 Concepción, Bío Bío",sportlife.cl,(41) 290 7367,55.0,4.5,Gimnasio, Cierra a las 6p.m.
Coach Fitness club,"Serrano 489, 4070237 Concepción, Bío Bío",coachfitness.cl,9 7133 3042,49.0,5.0,Gimnasio, Abre a las 6a.m. del lun
Gimnasio Flex,"Freire 853, 2do piso, 4030000 Concepción, Bío Bío",,9 9696 1351,70.0,4.5,Gimnasio, Cierra a las 9p.m.
Gimnasio Flex,"Freire 853, 2do piso, 4030000 Concepción, Bío Bío",,9 9696 1351,70.0,4.5,Gimnasio, Cierra a las 9p.m.
CF Patagonia,"Obispo Hipólito Salas 748, 4030588 Concepción, Bío Bío",,,13.0,4.9,Gimnasio, Abre a las 10a.m. del lun
Gimnasio Smart Fit - Líder Prat,"Arturo Prat 651, 651, 4061500 Concepción, Bío Bío",,,18.0,4.6,Centro deportivo,
Bfitgimnasios,"Caupolicán 518, pisos 5 y 6, Concepción",,,46.0,4.8,Gimnasio, Abre a las 6a.m. del lun
Bfitgimnasios,"Caupolicán 518, pisos 5 y 6, Concepción",,,46.0,4.8,Gimnasio, Abre a las 6a.m. del lun
Gym,"Freire 853, 4030000 Concepción, Bío Bío",,9 9696 1351,1.0,5.0,Gimnasio, Cierra a las 9p.m.
CNEF Gimnasio,"Barros Arana 438, 2º Piso, 4030000 Concepción, Bío Bío",facebook.com,(41) 223 4802,24.0,4.4,Gimnasio, Abre a las 8a.m. del lun
CEP TRAINER,"Maipú 941, 3er piso, 4030416 Concepción, Bío Bío",ceptrainer.cl,9 6828 0071,14.0,5.0,Gimnasio, Abre a las 7a.m. del lun
Espartano Box Gym,"Arturo Prat 568, tercer piso, 4030000 Concepción, Bío Bío",,9 5951 3742,33.0,5.0,Gimnasio, Abre a las 8a.m. del lun
Parallel Fitness Concepción,"Serrano 966, 4030000 Concepción, Bío Bío",instagram.com,9 4849 7939,1.0,5.0,Gimnasio, Abre a las 6a.m. del lun
Crossfit Vulcano Concepción,"Angol 1044, 4030439 Concepción, Bío Bío",,9 4495 9693,93.0,5.0,Gimnasio, Abre a las 7a.m. del lun
Gimnasio Cnef,"Lincoyán 444, 4070172 Concepción, Bío Bío",,(41) 223 4802,11.0,4.5,Gimnasio, Cierra a las 5:30p.m.
"MARCOS RAMOS, CHILE","Maipú 941, 4300000 Concepción, Bío Bío",marcosramos.net,9 6284 3437,,,Gimnasio,
Smarfit,"Arturo Prat 651, 4061500 Concepción, Bío Bío",,,1.0,5.0,Gimnasio,
Espacio Condell Fit,"Las Heras 1484, 4081464 Concepción, Bío Bío",boxmagic.cl,9 9017 6763,,,Gimnasio, Cierra a las 9p.m.
Espacio Condell Fit,"Las Heras 1484, 4081464 Concepción, Bío Bío",boxmagic.cl,9 9017 6763,,,Gimnasio, Cierra a las 9p.m.
Gimnasio y centro médico deportivo HEALTHY BODY,"Caletera, Av Michaihue 3400, lote 11, 4030000 San Pedro de la Paz, Bío Bío",instagram.com,,11.0,4.9,Gimnasio, Cierra a las 7p.m.
THE BODY CLUB,"Barros Arana 1098, oficina 1306, 4070053 Concepción, Bío Bío",,,1.0,5.0,Centro de pilates, Abre a las 7:30a.m. del lun
Sportlife Zona Sur,"Desde Talca a - Cochrane 635, Puerto Montt, Concepción, Bío Bío",sportlifezonasur.cl,(41) 218 3438,378.0,4.3,Gimnasio, 5p.m. 
CNEF Gimnasio,"Barros Arana 438, 2º Piso, 4030000 Concepción, Bío Bío",facebook.com,(41) 223 4802,24.0,4.4,Gimnasio, Abre a las 8a.m. del lun
Bfitgimnasios,"Caupolicán 518, pisos 5 y 6, Concepción",,,46.0,4.8,Gimnasio, Abre a las 6a.m. del lun
Tucapel Bajo,"Los Boldos 1103, 4060104 Concepción, Bío Bío",,,35.0,3.8,Gimnasio, Cierra a las 7p.m.
Blackfitness,"Av. San Andrés 160, 4090292 Concepción, Bío Bío",,9 8198 1021,4.0,5.0,Gimnasio,
Fit Plaza,"Caupolicán 518 piso 5to y 6to, 4030000 Concepción, Bío Bío",fitplazagimnasio.cl,9 3002 3600,22.0,4.4,Gimnasio, Abre a las 6:30a.m. del lun
KSport,"Lincoyán 23, 4070310 Concepción, Bío Bío",instagram.com,9 4142 1144,12.0,3.0,Gimnasio,
BODYFIT,"Avenida Ramón Carrasco, Acceso Lomas de San Andrés 206, 4030000 Concepción, Bío Bío",instagram.com,9 8247 0530,1.0,5.0,Gimnasio, Abre a las 7a.m. del lun
"Club De Boxeo ""JV"" Concepción","Tucapel 1609, 4030000 Concepción, Bío Bío",facebook.com,9 3546 3014,74.0,4.7,Gimnasio, Abre a las 9a.m. del lun
23 gym center Fitness,"Vicuña Mackenna 3220, Concepción, Bío Bío",,9 5601 0283,,,Gimnasio, Abre a las 5p.m. del lun
Bravo Fitness Boxing,"Av. Cristóbal Colón 7948, Hualpén, Talcahuano, Bío Bío",,9 6645 7190,47.0,3.9,Escuela de boxeo, Cierra a la 1a.m.
Gimnasio Municipal Los Cóndores,"Gómez Carreño 4919, 4280633 Talcahuano, Bío Bío",,(41) 257 8705,131.0,4.2,Gimnasio, Abre a las 8a.m. del lun
Altai Fitness Club,"Los Naranjos 222, Concepción, Bío Bío",,,13.0,3.8,Gimnasio, 5p.m. 
TeCuido Centro de Salud Integral,"C. 6 Poniente, San Pedro de la Paz, Bío Bío",,,3.0,5.0,Gimnasio,
Gimnasio San Francisco,"477, San Francisco 403, Santiago, Región Metropolitana",,(2) 2790 3205,87.0,4.2, Cierra a las 9p.m.
KSport,"Av. Michimalonco 978, 4130329 San Pedro de la Paz, Bío Bío",instagram.com,9 4142 1144,,,
Next Level Fitness,"Av. Troncal San Francisco 3205, 8205609 Puente Alto, Región Metropolitana",,9 6595 3166,51.0,4.2, 4:30p.m. 
Next Level Fitness,"Nahuelbuta # 1496, 8540000 Conchalí, Región Metropolitana",,9 7275 8330,2.0,5.0, Abre a las 5p.m. del dom
Gimnasio Lets Fit Concepcion,"Uruguay 1256, 4070015 Concepción, Bío Bío",beacons.ai,9 9712 9553,16.0,5.0,Gimnasio, Cierra a las 7p.m.
Gimnasio CARLOS CONDELL,"Manuel Bulnes 1650, 4081374 Concepción, Bío Bío",,9 5428 5425,40.0,4.4,Gimnasio, 5p.m. 
23 gym center Fitness,"Vicuña Mackenna 3220, Concepción, Bío Bío",,9 5601 0283,,,Gimnasio, Abre a las 5p.m. del lun
Gimnasio Smart Fit - Los Carrera,"Av. Los Carrera N° 3225, Concepción, Bío Bío",smartfit.cl,,186.0,4.5,Gimnasio, Abre a las 9a.m. del dom
Gimnasio Smart Fit - Los Carrera,"Av. Los Carrera N° 3225, Concepción, Bío Bío",smartfit.cl,,186.0,4.5,Gimnasio, Abre a las 9a.m. del dom
Gimnasio Smart Fit - Líder Prat,"Arturo Prat 651, 651, 4061500 Concepción, Bío Bío",,,18.0,4.6,Centro deportivo,
Sportlife Zona Sur,"Desde Talca a - Cochrane 635, Puerto Montt, Concepción, Bío Bío",sportlifezonasur.cl,(41) 218 3438,378.0,4.3,Gimnasio, 5p.m. 
Espartano Box Gym,"Arturo Prat 568, tercer piso, 4030000 Concepción, Bío Bío",,9 5951 3742,33.0,5.0,Gimnasio, Abre a las 8a.m. del lun
Espartano Box Gym,"Arturo Prat 568, tercer piso, 4030000 Concepción, Bío Bío",,9 5951 3742,33.0,5.0,Gimnasio, Abre a las 8a.m. del lun
"Club De Boxeo ""JV"" Concepción","Tucapel 1609, 4030000 Concepción, Bío Bío",facebook.com,9 3546 3014,74.0,4.7,Gimnasio, Abre a las 9a.m. del lun
Crossfit Vulcano Concepción,"Angol 1044, 4030439 Concepción, Bío Bío",,9 4495 9693,93.0,5.0,Gimnasio, Abre a las 7a.m. del lun
Gimnasio Lincoyan,"Lincoyán 650, Concepción, Bío Bío",,(41) 224 2367,46.0,4.8,Gimnasio, Abre a las 8a.m. del lun
Gimnasio Lincoyan,"Lincoyán 650, Concepción, Bío Bío",,(41) 224 2367,46.0,4.8,Gimnasio, Abre a las 8a.m. del lun
Coach Fitness club,"Serrano 489, 4070237 Concepción, Bío Bío",coachfitness.cl,9 7133 3042,49.0,5.0,Gimnasio, Abre a las 6a.m. del lun
Jaguar box,"Joaquín Prieto 1281, 4081354 Concepción, Bío Bío",instagram.com,9 7409 5558,37.0,4.9,Gimnasio, Abre a las 7a.m. del lun
GIMNASIO HANUL HAPKIDO,"Galvarino 944, 4030000 Concepción, Bío Bío",,9 3740 3047,7.0,5.0,Gimnasio, Cierra a las 7p.m.
CNEF Gimnasio,"Barros Arana 438, 2º Piso, 4030000 Concepción, Bío Bío",facebook.com,(41) 223 4802,24.0,4.4,Gimnasio, Abre a las 8a.m. del lun
Gym,"Freire 853, 4030000 Concepción, Bío Bío",,9 9696 1351,1.0,5.0,Gimnasio, Cierra a las 9p.m.
Gym,"Freire 853, 4030000 Concepción, Bío Bío",,9 9696 1351,1.0,5.0,Gimnasio, Cierra a las 9p.m.
Centro de entrenamiento Colosseo Box,"Camilo Henríquez 522, 4030555 Concepción, Bío Bío",,9 4468 3844,5.0,5.0,Gimnasio, Abre a las 7a.m. del lun
BODYFIT,"Avenida Ramón Carrasco, Acceso Lomas de San Andrés 206, 4030000 Concepción, Bío Bío",instagram.com,9 8247 0530,1,5.0,Gimnasio, Abre a las 7a.m. del lun
Blackfitness,"Av. San Andrés 160, 4090292 Concepción, Bío Bío",,9 8198 1021,4,5.0,Gimnasio,
